"Code","Symbol","Industry","Board"
"ACT.MI","Actelios SpA","Unknown","Milan"
"UCGR.MI","UNICREDIT RSP","Unknown","Milan"
"TRN.MI","Terna","Unknown","Milan"
"YSE.MI","S.E.I.","Unknown","Milan"
"HER.MI","Hera","Unknown","Milan"
"IGV.MI","I Grandi Viaggi SpA","Unknown","Milan"
"G.MI","Assicurazioni Generali SpA","Unknown","Milan"
"MS.MI","Mediaset SpA","Unknown","Milan"
"PQ.MI","PIQUADRO","Unknown","Milan"
"SOL.MI","SOL SpA","Unknown","Milan"
"SSL.MI","Lazio","Unknown","Milan"
"SPM.MI","Saipem SpA","Unknown","Milan"
"CC.MI","Ciccolella SpA","Unknown","Milan"
"FNC.MI","Finmeccanica SpA","Unknown","Milan"
"CAI.MI","CAIRO COMMUNICATION","Unknown","Milan"
"FNM.MI","FNM SpA","Unknown","Milan"
"SRG.MI","SNAM Rete Gas SpA","Unknown","Milan"
"TIP.MI","Tamburi Investment Partners S.p.A.","Unknown","Milan"
"COG.MI","COGEME SET","Unknown","Milan"
"OLI.MI","Olidata SpA","Unknown","Milan"
"MBFG.MI","Mariella Burani","Unknown","Milan"
"RAT.MI","Ratti SpA","Unknown","Milan"
"CRA.MI","Credito Artigiano SpA","Unknown","Milan"
"CIR.MI","CIR","Unknown","Milan"
"EDN.MI","Edison Spa","Unknown","Milan"
"ECA.MI","ERGYCAPITAL","Unknown","Milan"
"GEM.MI","Gemina","Unknown","Milan"
"GCN.MI","Gruppo Coin SpA","Unknown","Milan"
"YRC.MI","RAFFAELE CARUSO","Unknown","Milan"
"DLG.MI","De Longhi SpA","Unknown","Milan"
"MCL.MI","Marcolin SpA","Unknown","Milan"
"CNP.MI","CONAFI PRESTITO","Unknown","Milan"
"ES.MI","Gruppo Editoriale L'Espresso SpA","Unknown","Milan"
"DMN.MI","DAMIANI","Unknown","Milan"
"IF.MI","IFIS","Unknown","Milan"
"DAS.MI","Data Service SpA","Unknown","Milan"
"CRE.MI","Crespi","Unknown","Milan"
"FDA.MI","Fidia SpA","Unknown","Milan"
"ACP.MI","ACQUE POTABILI","Unknown","Milan"
"NGB.MI","Negri Bossi SpA","Unknown","Milan"
"BY.MI","Yorkville bhn SpA","Unknown","Milan"
"BIL.MI","Banca Italease Spa","Unknown","Milan"
"RCS.MI","RCS Media Group","Unknown","Milan"
"MIT.MI","Mittel SpA","Unknown","Milan"
"FCD.MI","Finarte Casa Di Aste","Unknown","Milan"
"IMA.MI","IMA","Unknown","Milan"
"AL.MI","Alleanza","Unknown","Milan"
"POL.MI","Poligrafici Editoriale SpA","Unknown","Milan"
"CSP.MI","Csp Intl Industria","Unknown","Milan"
"CL.MI","CAPE LIVE","Unknown","Milan"
"S24.MI","IL SOLE 24 ORE","Unknown","Milan"
"BUL.MI","Bulgari SpA","Unknown","Milan"
"BDB.MI","Banco di Desio e della Brianza SpA","Unknown","Milan"
"PMI.MI","Banca Popolare Milano","Unknown","Milan"
"MT.MI","MAIRE TECNIMONT","Unknown","Milan"
"MLM.MI","MOLMED","Unknown","Milan"
"ATL.MI","Atlantia SpA","Unknown","Milan"
"NICE.MI","Nice SpA","Unknown","Milan"
"MON.MI","Monrif SpA","Unknown","Milan"
"PG.MI","SEAT PAGINE GIALLE","Unknown","Milan"
"ISG.MI","Isagro SpA","Unknown","Milan"
"ACS.MI","ACSM-AGAM S.p.A.","Unknown","Milan"
"UBI.MI","UBI Banca","Unknown","Milan"
"SG.MI","SAES Getters SpA","Unknown","Milan"
"PRY.MI","PRYSMIAN","Unknown","Milan"
"IFL.MI","IFIL Investments SpA","Unknown","Milan"
"TF.MI","TOSCANA FINANZA","Unknown","Milan"
"KNX.MI","KINEXIA","Unknown","Milan"
"YCSM.MI","CSM SPA","Unknown","Milan"
"DA.MI","Dada SpA","Unknown","Milan"
"YTP.MI","TESS PONTELAMBRO","Unknown","Milan"
"ZUC.MI","Vincenzo Zucchi","Unknown","Milan"
"IW.MI","IWBANK","Unknown","Milan"
"FDP.MI","Filatura di Pollone SpA","Unknown","Milan"
"SRS.MI","Saras SpA","Unknown","Milan"
"ROS.MI","ROSSS","Unknown","Milan"
"BLZ.MI","Bolzoni SpA","Unknown","Milan"
"PINF.MI","Pininfarina SpA","Unknown","Milan"
"CALT.MI","Caltagirone SpA","Unknown","Milan"
"FM.MI","Fiera Milano SpA","Unknown","Milan"
"MOL.MI","MUTUIONLINE","Unknown","Milan"
"PMS.MI","Permasteelisa SpA","Unknown","Milan"
"VAS.MI","Vittoria Assicurazioni SpA","Unknown","Milan"
"ITM.MI","Italmobiliare SpA","Unknown","Milan"
"AGL.MI","Autogrill Finanziaria","Unknown","Milan"
"CMB.MI","Cembre SpA","Unknown","Milan"
"LD.MI","La Doria SpA","Unknown","Milan"
"RLT.MI","REALTY VAILOG","Unknown","Milan"
"BCM.MI","BIANCAMANO","Unknown","Milan"
"MSA.MI","Monti Ascensori SpA","Unknown","Milan"
"GRF.MI","Granitifiandre SpA","Unknown","Milan"
"AKM.MI","ARKIMEDICA","Unknown","Milan"
"CIA.MI","Compagnia Immobiliare Azionaria SpA","Unknown","Milan"
"MEA.MI","Mediterranea delle Acque SpA","Unknown","Milan"
"MB.MI","Mediobanca SpA","Unknown","Milan"
"MED.MI","Mediolanum SpA","Unknown","Milan"
"LUX.MI","Luxottica","Unknown","Milan"
"BEC.MI","B&C SPEAKERS","Unknown","Milan"
"RIC.MI","Ricchetti","Unknown","Milan"
"AEG.MI","Acegas","Unknown","Milan"
"PR.MI","Premuda SpA","Unknown","Milan"
"RCF.MI","RCF GROUP","Unknown","Milan"
"RDB.MI","RDB","Unknown","Milan"
"IFP.MI","EXOR S.p.A. PRV.","Unknown","Milan"
"BEST.MI","BEST UNION COMPANY","Unknown","Milan"
"BIE.MI","Bioera SpA","Unknown","Milan"
"PRA.MI","PRAMAC","Unknown","Milan"
"DAL.MI","Datalogic SpA","Unknown","Milan"
"KMER.MI","KME GROUP RISP","Unknown","Milan"
"IRC.MI","Irce","Unknown","Milan"
"GEW.MI","Gewiss SpA","Unknown","Milan"
"BO.MI","Borgosesia SpA","Unknown","Milan"
"BEN.MI","Benetton","Unknown","Milan"
"MCH.MI","Mediacontech SpA","Unknown","Milan"
"VLA.MI","Vianini Lavori SpA","Unknown","Milan"
"PRS.MI","Pirelli & C Real Estate","Unknown","Milan"
"ELN.MI","El.En","Unknown","Milan"
"PRI.MI","Prima Industrie SpA","Unknown","Milan"
"FMR.MI","FMR-Art'e' SpA","Unknown","Milan"
"DIB.MI","Digital Bros SpA","Unknown","Milan"
"LAV.MI","Lavorwash SpA","Unknown","Milan"
"ERG.MI","Erg SpA","Unknown","Milan"
"IESM.MI","INVEST SVILUPPO MED","Unknown","Milan"
"EGP.MI","Ergo Previdenza Spa","Unknown","Milan"
"IT.MI","Italcementi","Unknown","Milan"
"ITKRP.MI","INTEK RSP","Unknown","Milan"
"CRG.MI","Banca Carige SpA","Unknown","Milan"
"BTY.MI","BOUTY HEALTHCARE","Unknown","Milan"
"CDC.MI","Cdc Spa","Unknown","Milan"
"SAB.MI","Sabaf SPA","Unknown","Milan"
"IPI.MI","IPI","Unknown","Milan"
"CLT.MI","Central Del Latte Di Torino","Unknown","Milan"
"CE.MI","Credito Emiliano","Unknown","Milan"
"GE.MI","Gefran SpA","Unknown","Milan"
"PAN.MI","Panariagroup Industrie Ceramiche SpA","Unknown","Milan"
"EM.MI","Emak SpA","Unknown","Milan"
"GEO.MI","Geox Spa","Unknown","Milan"
"SRI.MI","SERVIZI ITALIA","Unknown","Milan"
"MI.MI","Assicurazioni Milano","Unknown","Milan"
"SAT.MI","SAT","Unknown","Milan"
"IND.MI","Indesit Company","Unknown","Milan"
"MN.MI","Mondadori","Unknown","Milan"
"REY.MI","Reply SPA","Unknown","Milan"
"CLF.MI","Caleffi Spa","Unknown","Milan"
"MRT.MI","Mirato SpA","Unknown","Milan"
"ITW.MI","IT Way SpA","Unknown","Milan"
"VIN.MI","Vianini Industria SpA","Unknown","Milan"
"GSP.MI","Gas Plus SpA","Unknown","Milan"
"BSRP.MI","Banco di Sardegna SpA","Unknown","Milan"
