"Code","Symbol","Industry","Board"
"3638.TW","F-IML","Unknown","Taiwan"
"6117.TW","迎廣","Unknown","Taiwan"
"2491.TW","吉祥全","Unknown","Taiwan"
"2495.TW","普安","Unknown","Taiwan"
"3474.TW","華亞科","Unknown","Taiwan"
"2356.TW","英業達","Unknown","Taiwan"
"3481.TW","群創光電","Unknown","Taiwan"
"6115.TW","鎰勝","Unknown","Taiwan"
"3014.TW","聯陽","Unknown","Taiwan"
"6213.TW","聯茂","Unknown","Taiwan"
"2442.TW","新美齊","Unknown","Taiwan"
"3653.TW","健策","Unknown","Taiwan"
"1538.TW","正峰新","Unknown","Taiwan"
"3011.TW","今皓","Unknown","Taiwan"
"1736.TW","喬山","Unknown","Taiwan"
"2540.TW","金尚昌","Unknown","Taiwan"
"8429.TW","F-金麗","Unknown","Taiwan"
"1512.TW","瑞利","Unknown","Taiwan"
"1540.TW","喬福機械","Unknown","Taiwan"
"6197.TW","佳必琪","Unknown","Taiwan"
"1617.TW","榮星電線","Unknown","Taiwan"
"3584.TW","介面光電","Unknown","Taiwan"
"6165.TW","捷泰","Unknown","Taiwan"
"9136.TW","巨騰","Unknown","Taiwan"
"2461.TW","光群雷","Unknown","Taiwan"
"1531.TW","高林股","Unknown","Taiwan"
"6155.TW","鈞寶電子","Unknown","Taiwan"
"2546.TW","根基","Unknown","Taiwan"
"1477.TW","聚陽","Unknown","Taiwan"
"1732.TW","毛寶","Unknown","Taiwan"
"9942.TW","茂順","Unknown","Taiwan"
"3315.TW","宣昶","Unknown","Taiwan"
"2020.TW","美亞","Unknown","Taiwan"
"1731.TW","美吾華","Unknown","Taiwan"
"2427.TW","三商電","Unknown","Taiwan"
"2454.TW","聯發科","Unknown","Taiwan"
"9103.TW","美德醫","Unknown","Taiwan"
"2886.TW","兆豐金","Unknown","Taiwan"
"2477.TW","美隆電","Unknown","Taiwan"
"2905.TW","三 商 行","Unknown","Taiwan"
"2867.TW","三商壽","Unknown","Taiwan"
"2439.TW","美律","Unknown","Taiwan"
"6196.TW","帆宣","Unknown","Taiwan"
"9914.TW","美利達","Unknown","Taiwan"
"3706.TW","神達","Unknown","Taiwan"
"2305.TW","全友","Unknown","Taiwan"
"3060.TW","銘異","Unknown","Taiwan"
"2464.TW","盟立","Unknown","Taiwan"
"2856.TW","元富證券","Unknown","Taiwan"
"1533.TW","車王電","Unknown","Taiwan"
"2434.TW","統懋","Unknown","Taiwan"
"2377.TW","微星","Unknown","Taiwan"
"3697.TW","F-晨星","Unknown","Taiwan"
"3005.TW","神基","Unknown","Taiwan"
"2314.TW","台揚","Unknown","Taiwan"
"911626.TW","華運中國","Unknown","Taiwan"
"2361.TW","鴻友","Unknown","Taiwan"
"2342.TW","茂矽","Unknown","Taiwan"
"2337.TW","旺宏","Unknown","Taiwan"
"8046.TW","南電","Unknown","Taiwan"
"2429.TW","銘旺科","Unknown","Taiwan"
"2382.TW","廣達","Unknown","Taiwan"
"2352.TW","佳世達","Unknown","Taiwan"
"4722.TW","國精化學","Unknown","Taiwan"
"2017.TW","官田鋼","Unknown","Taiwan"
"1506.TW","正道","Unknown","Taiwan"
"2547.TW","日勝生","Unknown","Taiwan"
"2437.TW","旺詮","Unknown","Taiwan"
"2597.TW","潤弘精密","Unknown","Taiwan"
"4532.TW","瑞智","Unknown","Taiwan"
"2302.TW","麗正","Unknown","Taiwan"
"1423.TW","利華羊毛","Unknown","Taiwan"
"1515.TW","力山工業","Unknown","Taiwan"
"6286.TW","立錡科技","Unknown","Taiwan"
"2349.TW","錸德","Unknown","Taiwan"
"6176.TW","瑞儀","Unknown","Taiwan"
"4414.TW","如興","Unknown","Taiwan"
"4141.TW","F-龍燈","Unknown","Taiwan"
"2379.TW","瑞昱","Unknown","Taiwan"
"9945.TW","潤泰新","Unknown","Taiwan"
"2915.TW","潤泰全球","Unknown","Taiwan"
"1808.TW","潤隆","Unknown","Taiwan"
"5608.TW","四維航","Unknown","Taiwan"
"1720.TW","生達化學","Unknown","Taiwan"
"1227.TW","佳格食品","Unknown","Taiwan"
"9926.TW","新海瓦斯","Unknown","Taiwan"
"9918.TW","欣天然","Unknown","Taiwan"
"2539.TW","櫻花建","Unknown","Taiwan"
"1604.TW","聲寶","Unknown","Taiwan"
"1307.TW","三芳化工","Unknown","Taiwan"
"5007.TW","三星科技","Unknown","Taiwan"
"2206.TW","三陽工業","Unknown","Taiwan"
"1526.TW","日馳","Unknown","Taiwan"
"2387.TW","精元","Unknown","Taiwan"
"8112.TW","至上","Unknown","Taiwan"
"4733.TW","上緯","Unknown","Taiwan"
"5525.TW","順天","Unknown","Taiwan"
"1582.TW","信錦","Unknown","Taiwan"
"2347.TW","聯強","Unknown","Taiwan"
"6112.TW","聚碩","Unknown","Taiwan"
"2453.TW","凌群","Unknown","Taiwan"
"6214.TW","精誠","Unknown","Taiwan"
"3376.TW","新日興","Unknown","Taiwan"
"1724.TW","台硝","Unknown","Taiwan"
"1310.TW","臺灣苯乙烯","Unknown","Taiwan"
"1453.TW","大將","Unknown","Taiwan"
"1609.TW","大亞電纜","Unknown","Taiwan"
"9941.TW","裕融","Unknown","Taiwan"
"1441.TW","大東紡織","Unknown","Taiwan"
"1315.TW","達新工業","Unknown","Taiwan"
"2478.TW","大毅","Unknown","Taiwan"
"3432.TW","台端","Unknown","Taiwan"
"8039.TW","台虹","Unknown","Taiwan"
"1613.TW","台一","Unknown","Taiwan"
"1473.TW","台南企業","Unknown","Taiwan"
"5906.TW","F-台南","Unknown","Taiwan"
"1440.TW","台南紡織","Unknown","Taiwan"
"4934.TW","太極能源","Unknown","Taiwan"
"1220.TW","台榮","Unknown","Taiwan"
"911611.TW","中泰山","Unknown","Taiwan"
"1218.TW","泰山","Unknown","Taiwan"
"1722.TW","台灣肥料","Unknown","Taiwan"
"9924.TW","臺灣福興","Unknown","Taiwan"
"1802.TW","臺灣玻璃","Unknown","Taiwan"
"2364.TW","倫飛","Unknown","Taiwan"
"3045.TW","台灣大哥大","Unknown","Taiwan"
"3042.TW","晶技","Unknown","Taiwan"
"1522.TW","堤維西","Unknown","Taiwan"
"911622.TW","泰聚亨","Unknown","Taiwan"
"2022.TW","聚亨","Unknown","Taiwan"
"1319.TW","東陽","Unknown","Taiwan"
"2426.TW","鼎元","Unknown","Taiwan"
"2838.TW","聯邦銀行","Unknown","Taiwan"
"1104.TW","環球水泥","Unknown","Taiwan"
"911610.TW","聯環","Unknown","Taiwan"
"2482.TW","連宇","Unknown","Taiwan"
"2404.TW","漢唐","Unknown","Taiwan"
"1325.TW","恒大","Unknown","Taiwan"
"2303.TW","聯電","Unknown","Taiwan"
"2413.TW","環科","Unknown","Taiwan"
"2606.TW","裕民","Unknown","Taiwan"
"3013.TW","晟銘電","Unknown","Taiwan"
"2499.TW","東貝","Unknown","Taiwan"
"3037.TW","欣興","Unknown","Taiwan"
"2816.TW","旺旺保險","Unknown","Taiwan"
"2367.TW","燿華","Unknown","Taiwan"
"1445.TW","大宇紡織","Unknown","Taiwan"
"3704.TW","合勤控","Unknown","Taiwan"
"1313.TW","聯成","Unknown","Taiwan"
"1304.TW","台灣聚合","Unknown","Taiwan"
"2414.TW","精技","Unknown","Taiwan"
"3050.TW","鈺德","Unknown","Taiwan"
"1203.TW","味王","Unknown","Taiwan"
"2348.TW","力廣","Unknown","Taiwan"
"2388.TW","威盛","Unknown","Taiwan"
"3454.TW","晶睿","Unknown","Taiwan"
"1528.TW","恩德科技","Unknown","Taiwan"
"6289.TW","華上","Unknown","Taiwan"
"3046.TW","建碁","Unknown","Taiwan"
"8271.TW","宇瞻","Unknown","Taiwan"
"1308.TW","亞聚","Unknown","Taiwan"
"6108.TW","競國實業","Unknown","Taiwan"
"8261.TW","富鼎先進","Unknown","Taiwan"
"3052.TW","夆典","Unknown","Taiwan"
"4106.TW","雃博","Unknown","Taiwan"
"1733.TW","五鼎","Unknown","Taiwan"
"3596.TW","智易科技","Unknown","Taiwan"
"2471.TW","資通","Unknown","Taiwan"
"8101.TW","華冠","Unknown","Taiwan"
