"Code","Symbol","Industry","Board"
"CSW-B.TO","Corby Spirit&Wn B NV","Equity","Toronto"
"CSY.TO","Can-60 Income Eq NV","Equity","Toronto"
"CTC.TO","Canadian Tire Corp.","Equity","Toronto"
"CTC-A.TO","Canadian Tire A NV","Equity","Toronto"
"CTF-UN.TO","Citadel Incm Fund Un","Equity","Toronto"
"CTH.TO","Cynapsus Therpeutc J","Equity","Toronto"
"CTU-A.TO","Chateau Inc(Le) A SV","Equity","Toronto"
"CTY.TO","Calian Technologies","Equity","Toronto"
"CU.TO","Cdn Utilities A NV","Equity","Toronto"
"CUF-UN.TO","Cominar Real Est Un","Equity","Toronto"
"CUM.TO","Copper Mountain J","Equity","Toronto"
"CUP-U.TO","Caribbean Ut Cl A US","Equity","Toronto"
"CUR.TO","DiagnoCure Inc. J","Equity","Toronto"
"CUS.TO","Canexus Corp.","Equity","Toronto"
"CVE.TO","Cenovus Energy Inc.","Equity","Toronto"
"CVG.TO","Clairvest Group Inc.","Equity","Toronto"
"CVI-A.TO","Calvalley Pete A J","Equity","Toronto"
"CVL.TO","Cervus Equipment","Equity","Toronto"
"CWB.TO","Cdn Wstrn Bank","Equity","Toronto"
"CWF.TO","Cdn World Fund Ltd.","Equity","Toronto"
"CWI.TO","Crosswinds Hldgs J","Equity","Toronto"
"CWL.TO","Caldwell Partners","Equity","Toronto"
"CWT-UN.TO","Calloway REIT Tr Un","Equity","Toronto"
"CWX.TO","CanWel Building Grp","Equity","Toronto"
"CXA-B.TO","Cons HCI Hldgs Cl B","Equity","Toronto"
"CXI.TO","Currency Exch Intl J","Equity","Toronto"
"CXN.TO","Chalice Gold Ord J","Equity","Toronto"
"CXR.TO","Concordia Hlthcare J","Equity","Toronto"
"CXS.TO","Counsel Corp.","Equity","Toronto"
"CYB.TO","Cymbria Corp. Cl A NV","Equity","Toronto"
"CYT.TO","Catalyst Paper Crp J","Equity","Toronto"
"CZN.TO","Cdn Zinc Corp. J","Equity","Toronto"
"CZQ.TO","Contl Precious Min J","Equity","Toronto"
"DA-A.TO","Discovery Air Cl A J","Equity","Toronto"
"DBO.TO","D-Box Tech Inc. A J","Equity","Toronto"
"DC-A.TO","Dundee Corp. Cl A SV","Equity","Toronto"
"DCF.TO","Difference Cap Fin J","Equity","Toronto"
