"Code","Symbol","Industry","Board"
"REI.BR","Reibel Belgium","Unknown","Brussels"
"PROX.BR","Proximedia SA","Unknown","Brussels"
"FLEX.BR","FLEXOS","Unknown","Brussels"
"FOU.BR","Fountain Industries Europe","Unknown","Brussels"
"RVA.BR","RVA","Unknown","Brussels"
"TERB.BR","Ter Beke","Unknown","Brussels"
"MIKO.BR","Miko","Unknown","Brussels"
"ARPA.BR","ARPADIS GROUP","Unknown","Brussels"
"SAIS.BR","5EME SAISON","Unknown","Brussels"
"LOTB.BR","Lotus Bakeries","Unknown","Brussels"
"BAS.BR","BASILIX","Unknown","Brussels"
"BNB.BR","Banque Nat de Belgique","Unknown","Brussels"
"CEGE.BR","Cegedel","Unknown","Brussels"
"DIST.BR","Distrigaz","Unknown","Brussels"
"DISI.BR","DISTRI INVEST","Unknown","Brussels"
"MOP.BR","PALMERAIES MOPOLI","Unknown","Brussels"
"BELR.BR","Belreca","Unknown","Brussels"
"TET.BR","TETRYS","Unknown","Brussels"
"PARD.BR","Paradisio","Unknown","Brussels"
"MOUR.BR","Moury Construction SA","Unknown","Brussels"
"BEAB.BR","AVENUE DE BEAULIEU","Unknown","Brussels"
"FNG.BR","FRED & GINGER","Unknown","Brussels"
"KOR.BR","KORTRIJK RING SHOPP","Unknown","Brussels"
"SPA.BR","SPADEL SA","Unknown","Brussels"
"MCLS.BR","M.C.L.S.","Unknown","Brussels"
"ITBS.BR","ITB-TRAD.STRIP VVPR","Unknown","Brussels"
"UNIB.BR","Unibra SA","Unknown","Brussels"
"ENGB.BR","Rosier","Unknown","Brussels"
"FLUX.BR","Fluxys","Unknown","Brussels"
"WOLS.BR","WOLUWE SHOPP CENTER","Unknown","Brussels"
"TEXF.BR","Texaf","Unknown","Brussels"
"MARC.BR","AVENUE MARCEL THIRY","Unknown","Brussels"
"SVP.BR","SV PATRIMONIA","Unknown","Brussels"
"FLOB.BR","Floridienne","Unknown","Brussels"
"UNIST.BR","U&I LEARNING STRIP","Unknown","Brussels"
"WOLE.BR","WOLUWE EXTENSION","Unknown","Brussels"
"BSBS.BR","BSB STRIP","Unknown","Brussels"
"ALEMK.BR","Emakina Group SA","Unknown","Brussels"
"COLB.BR","RUE COLONEL BOURG","Unknown","Brussels"
"LOUV.BR","LOUVAIN-LA-NEUVE","Unknown","Brussels"
"LUXA.BR","CERT.LUX-AIRPORT","Unknown","Brussels"
"NEU.BR","Neufcour Cie Financiere","Unknown","Brussels"
"AUDB.BR","AUDERGHEM","Unknown","Brussels"
"SAB.BR","Sabca","Unknown","Brussels"
"CHAS.BR","CHAUSSEE HULPE","Unknown","Brussels"
"ZEN.BR","ZENOBE-GRAMME","Unknown","Brussels"
"REG.BR","RUE DE LA REGENCE","Unknown","Brussels"
"ITB.BR","ITB-Tradetech S.A.","Unknown","Brussels"
"BAMT.BR","BROOKFLD ASST MGMT","Unknown","Brussels"
"GENK.BR","GENK LOGISTICS","Unknown","Brussels"
"DISL.BR","DISTRI-LAND","Unknown","Brussels"
"WESB.BR","WESTLAND 1980","Unknown","Brussels"
"ANTG.BR","ANTIGOON INVEST","Unknown","Brussels"
"BSB.BR","BSB","Unknown","Brussels"
"SAIG.BR","PLACE STE-GUDULE","Unknown","Brussels"
"AUX.BR","Auximines SA","Unknown","Brussels"
"DIEG.BR","DIEGEM KENNEDY","Unknown","Brussels"
"ANT.BR","ANTARES","Unknown","Brussels"
"MOPF.BR","PALM MOPOL GRD-AKT","Unknown","Brussels"
